0.125	1.13938
0.375	1.70306
0.625	2.26716
0.875	2.6591
1.125	2.74071
1.375	2.48635
1.625	1.96424
1.875	1.32882
2.125	0.762392
2.375	0.352908
2.625	0.140376
2.875	0.078236
3.125	0.0958
3.375	0.133364
3.625	0.151736
3.875	0.154312
4.125	0.174928
4.375	0.23396
4.625	0.398616
4.875	0.707656
5.125	1.18853
5.375	1.77011
5.625	2.34572
5.875	2.75
6.125	2.85412
6.375	2.59294
6.625	2.05772
6.875	1.39946
7.125	0.794316
7.375	0.36844
7.625	0.14618
7.875	0.078008
8.125	0.096372
8.375	0.135728
8.625	0.150356
8.875	0.157408
9.125	0.167224
9.375	0.226704
9.625	0.37448
9.875	0.673096
