0.125	0.738396
0.375	0.683104
0.625	0.650144
0.875	0.63384
1.125	0.632848
1.375	0.652136
1.625	0.689028
1.875	0.7439
2.125	0.836224
2.375	0.973036
2.625	1.18386
2.875	1.48894
3.125	1.76036
3.375	1.58829
3.625	1.3407
3.875	1.30028
4.125	1.23607
4.375	1.09295
4.625	0.936488
4.875	0.823992
5.125	0.743356
5.375	0.688908
5.625	0.657912
5.875	0.639188
6.125	0.638964
6.375	0.6582
6.625	0.694844
6.875	0.74976
7.125	0.836272
7.375	0.975952
7.625	1.19026
7.875	1.48732
8.125	1.75498
8.375	1.57749
8.625	1.32803
8.875	1.31928
9.125	1.2386
9.375	1.08252
9.625	0.932608
9.875	0.820964
