0	5.21822e-05
0.001	9.18175e-05
0.00115739	8.93009e-05
0.00133955	8.30933e-05
0.00155037	0.000244557
0.00179438	0.000223453
0.0020768	0.000292075
0.00240366	0.000331407
0.00278196	0.000405627
0.00321981	0.00033311
0.00372657	0.000411927
0.00431308	0.000536826
0.0049919	0.000628884
0.00577757	0.000787941
0.00668688	0.000923313
0.00773931	0.00119382
0.00895738	0.00108349
0.0103672	0.00142852
0.0119988	0.00158932
0.0138873	0.00181366
0.016073	0.00185291
0.0186027	0.00217902
0.0215305	0.00239608
0.0249191	0.00264029
0.0288411	0.00282939
0.0333803	0.00303309
0.0386339	0.00336468
0.0447144	0.00344724
0.0517519	0.00349694
0.059897	0.0033791
0.069324	0.00336643
0.0802347	0.00354036
0.0928627	0.00323212
0.107478	0.00338772
0.124394	0.00313412
0.143972	0.00305537
0.166631	0.00298192
0.192857	0.00277292
0.22321	0.00284175
0.25834	0.00276064
0.299	0.00268346
