0	5.52728e-05
0.001	0.000605251
0.00120973	0.000734157
0.00146344	0.000838709
0.00177036	0.00102988
0.00214166	0.00119417
0.00259082	0.00142748
0.00313419	0.00165523
0.00379152	0.00198555
0.0045867	0.00233783
0.00554866	0.00268581
0.00671237	0.00309328
0.00812014	0.00346986
0.00982316	0.00396369
0.0118833	0.00428135
0.0143756	0.00469504
0.0173906	0.00500752
0.0210379	0.00508177
0.0254501	0.00514355
0.0307877	0.00517142
0.0372447	0.00496662
0.0450559	0.00468876
0.0545054	0.00424806
0.0659367	0.00395948
0.0797654	0.00350241
0.0964944	0.00314736
0.116732	0.00256856
0.141214	0.00234813
0.17083	0.00216041
0.206658	0.00188037
0.25	0.00166017
