0	-6.1882e-05
0.001	1.94945e-05
0.00115739	-0.000172164
0.00133955	-9.01642e-05
0.00155037	5.96229e-06
0.00179438	-0.000113845
0.0020768	-0.000114405
0.00240366	-4.60685e-05
0.00278196	8.91629e-05
0.00321981	-0.000230902
0.00372657	-9.0732e-05
0.00431308	-0.000114994
0.0049919	-0.000200908
0.00577757	-0.000146105
0.00668688	-0.000364174
0.00773931	-0.000429161
0.00895738	-0.000281168
0.0103672	-0.000375341
0.0119988	-0.000423906
0.0138873	-0.000539643
0.016073	-0.000562091
0.0186027	-0.000682962
0.0215305	-0.000796102
0.0249191	-0.000677823
0.0288411	-0.000810984
0.0333803	-0.00073746
0.0386339	-0.000888034
0.0447144	-0.000744394
0.0517519	-0.000915992
0.059897	-0.000834329
0.069324	-0.000749082
0.0802347	-0.00065923
0.0928627	-0.000605463
0.107478	-0.000514965
0.124394	-0.000495722
0.143972	-0.000253898
0.166631	-0.000287807
0.192857	-3.97617e-05
0.22321	4.63696e-05
0.25834	0.000289948
0.299	0.000440745
