0	3.07983e-05
0.001	0.000332179
0.00115739	0.000215548
0.00133955	0.000305194
0.00155037	0.000290404
0.00179438	0.000394037
0.0020768	0.000386317
0.00240366	0.000517233
0.00278196	0.00058669
0.00321981	0.000704685
0.00372657	0.000814422
0.00431308	0.000923197
0.0049919	0.00113627
0.00577757	0.00126446
0.00668688	0.00138753
0.00773931	0.00167999
0.00895738	0.00175926
0.0103672	0.00206024
0.0119988	0.00246692
0.0138873	0.00263343
0.016073	0.00308573
0.0186027	0.00343046
0.0215305	0.00395089
0.0249191	0.00432226
0.0288411	0.00458466
0.0333803	0.00486034
0.0386339	0.00525666
0.0447144	0.0053213
0.0517519	0.00555464
0.059897	0.00549684
0.069324	0.00551019
0.0802347	0.00543311
0.0928627	0.0052732
0.107478	0.00530648
0.124394	0.00481027
0.143972	0.0047544
0.166631	0.00456652
0.192857	0.00437472
0.22321	0.00420664
0.25834	0.00382981
0.299	0.00384426
