0	0.000153924
0.001	-0.00010037
0.00120973	-0.000311021
0.00146344	-0.000281455
0.00177036	-0.000357817
0.00214166	-0.000563741
0.00259082	-0.000646297
0.00313419	-0.000665859
0.00379152	-0.00084284
0.0045867	-0.0009781
0.00554866	-0.00117118
0.00671237	-0.00139735
0.00812014	-0.00161309
0.00982316	-0.00183166
0.0118833	-0.0021394
0.0143756	-0.00246703
0.0173906	-0.00259608
0.0210379	-0.00295914
0.0254501	-0.0031071
0.0307877	-0.00312946
0.0372447	-0.0031152
0.0450559	-0.00325206
0.0545054	-0.00318811
0.0659367	-0.00307574
0.0797654	-0.00289844
0.0964944	-0.00268963
0.116732	-0.00236251
0.141214	-0.00203
0.17083	-0.0018217
0.206658	-0.00154348
0.25	-0.00103383
